ds,yhat,yhat_lower,yhat_upper
2024-08-14,26.668243013335196,25.786579339900836,27.593306666800725
2024-08-15,26.64427311432928,25.7144159247362,27.676071311636186
2024-08-16,26.61832830465598,25.680605027136593,27.6198140914547
2024-08-17,26.590750504281473,25.62987848615501,27.601452074457402
2024-08-18,26.56189615283133,25.626688375798867,27.557390422058543
2024-08-19,26.532121821564694,25.644213692398328,27.52203245759419
2024-08-20,26.50176952779757,25.532366440839866,27.48193359273346
2024-08-21,26.47115221263429,25.48791688639272,27.426845299916533
2024-08-22,26.440539845366636,25.48691501756927,27.40637544462604
2024-08-23,26.410146606632996,25.422690517765034,27.45525888497173
2024-08-24,26.37981724230398,25.413833664303194,27.346076553624066
2024-08-25,26.34992465377936,25.387006773639488,27.285639692316117
2024-08-26,26.320455711579665,25.374421105121492,27.303301320076255
2024-08-27,26.291308923795963,25.257552862952696,27.258967384272616
2024-08-28,26.262292492437638,25.310914912174177,27.101910913207103
2024-08-29,26.23312522558115,25.293230852496084,27.25840106775277
2024-08-30,26.203440356295438,25.225229378868526,27.179529745532115
2024-08-31,26.172792234983326,25.238882202505238,27.184843307314313
2024-09-01,26.14066577718421,25.212807063662886,27.0225133506718
2024-09-02,26.106488466446258,25.08570630359294,27.074795489327062
2024-09-03,26.069644633972125,25.11369713675053,27.068176151898584
2024-09-04,26.0294916656491,25.087668704718926,26.933646188128126
2024-09-05,25.985377724863124,24.982869022734594,26.96022726925444
2024-09-06,25.936660528036256,24.97164987868155,26.977820190998326
2024-09-07,25.882726670667818,24.874900672416743,26.78909070646979
2024-09-08,25.823010976025387,24.760097682080012,26.78617008035927
2024-09-09,25.757015327375015,24.84213240739017,26.72774990198684
2024-09-10,25.684326448223356,24.71072853109855,26.685001751748427
2024-09-11,25.604632113477315,24.64020948133245,26.553408875918073
2024-09-12,25.517735307383543,24.479542474542615,26.463733597033308
2024-09-13,25.423565868254418,24.49048925241332,26.435523597867135
2024-09-14,25.322189354218498,24.324088489211835,26.27549013987693
2024-09-15,25.21381259692514,24.225950064377038,26.15325243645233
2024-09-16,25.098785939628065,24.047674660337822,26.091160856457954
2024-09-17,24.97760190506813,24.072100624630064,25.923998941123987
2024-09-18,24.850890264937902,23.846235197757554,25.841577403265223
2024-09-19,24.71940955391458,23.79553070437597,25.61923259046199
2024-09-20,24.584035164806277,23.625336808556682,25.575622678867674
2024-09-21,24.445744252251085,23.45869084490189,25.466019848317632
2024-09-22,24.305597758161365,23.32351861950437,25.270528583232096
2024-09-23,24.164719950440922,23.197646132127772,25.081386041468964
2024-09-24,24.0242759352423,23.0087004270139,25.02777793900964
2024-09-25,23.88544766034299,22.924883450222595,24.801366142179155
2024-09-26,23.749408971514015,22.830591282388784,24.600782461338145
2024-09-27,23.617300313839326,22.621245738250757,24.608657787463557
2024-09-28,23.49020368493744,22.559232070654716,24.418250144348594
2024-09-29,23.3691184465721,22.46573461830806,24.395241836479023
2024-09-30,23.254938585126787,22.248876015854556,24.226900044799308
2024-10-01,23.14843198030658,22.212622634780605,24.132740269391803
2024-10-02,23.050222195880075,22.076997768224654,24.034151499888583
2024-10-03,22.960773248318358,22.04938675984514,23.961667503822383
2024-10-04,22.8803777373942,21.908055300967867,23.911173692285363
2024-10-05,22.809148644892655,21.867152635020734,23.74607891669393
2024-10-06,22.747015018268215,21.819817234311028,23.635486731447866
2024-10-07,22.693721663532873,21.728230187077013,23.645357218157837
2024-10-08,22.648832875321332,21.73141902857754,23.532601911214805
2024-10-09,22.611740135291534,21.65983790489999,23.567006700277435
2024-10-10,22.581673615134257,21.607418553951018,23.54125587295896
2024-10-11,22.557717229907947,21.628731276339785,23.505467567619352
2024-10-12,22.53882690345215,21.56334251130113,23.48702635792766
2024-10-13,22.523851632378168,21.506726623999388,23.491567928887022
2024-10-14,22.511556870407993,21.601186753781963,23.473749057633228
2024-10-15,22.500649702223434,21.515671150481065,23.452060939062548
2024-10-16,22.489805236688476,21.47398232233398,23.494284909260518
2024-10-17,22.477693624220112,21.577285644061238,23.514753230809465
2024-10-18,22.463007092673532,21.456728197452982,23.44263535426991
2024-10-19,22.444486400491407,21.476743559875835,23.471356316713706
2024-10-20,22.420946124758657,21.476727542676965,23.38037882280891
2024-10-21,22.39129823455042,21.43911114289042,23.370666435017586
2024-10-22,22.35502587566275,21.464974181241626,23.300681197910503
2024-10-23,22.310844769306048,21.346620736187628,23.275292956443938
2024-10-24,22.2580761459781,21.310067937002348,23.236025689582323
2024-10-25,22.196206608764133,21.110272350167957,23.197150567112313
2024-10-26,22.12489685313347,21.1467804764891,23.050561543014414
2024-10-27,22.043986674846547,21.124859245504453,23.078970121003117
2024-10-28,21.95349621463987,21.005102013413488,22.920173467563544
2024-10-29,21.853623474854995,20.887912033243655,22.82182393579675
2024-10-30,21.744738227095564,20.75265832699168,22.699629843561944
2024-10-31,21.627372509312504,20.695396784331173,22.553812549142247
2024-11-01,21.502207983531807,20.540996459937826,22.454244837445284
2024-11-02,21.370060490148948,20.43014754813346,22.369522288706538
2024-11-03,21.23186218986284,20.336568335866296,22.24458557481939
2024-11-04,21.08864172882165,20.113028644172488,22.041977074742842
2024-11-05,20.941502895573887,19.96838241049222,22.01035359405237
2024-11-06,20.791602259459175,19.82438456442345,21.748668111458635
2024-11-07,20.64012628898797,19.675046367455437,21.575272814170216
2024-11-08,20.488268445650544,19.5169188591668,21.48512357305857
2024-11-09,20.337206733986655,19.308407463160833,21.32798926605572
2024-11-10,20.188082163323145,19.228103894801468,21.150331865122
2024-11-11,20.04657167529261,19.01513555286034,21.007071665449516
2024-11-12,19.90909024407264,18.89136589637703,20.827591277944958
2024-11-13,19.776553813918316,18.753754251976467,20.721746342687975
2024-11-14,19.64977200400106,18.729382213381253,20.68955898846318
2024-11-15,19.529436458619305,18.550763529249867,20.505287638228005
2024-11-16,19.41611185467247,18.58903184789851,20.361162387361954
2024-11-17,19.310229648797502,18.37165789956009,20.38560538489927
2024-11-18,19.21208458416942,18.248871327616857,20.171284670291758
2024-11-19,19.12183391708779,18.20832553795551,20.149512800933348
2024-11-20,19.0394992674742,18.16984126221623,19.953962737078722
2024-11-21,18.964970946530585,18.103638076201776,19.896069111100015
2024-11-22,18.89801457002559,17.962966642480794,19.884262043696936
2024-11-23,18.838279727829537,17.87051133025917,19.789133053752238
2024-11-24,18.78531044992223,17.855352912545655,19.791144965499917
2024-11-25,18.738557186507332,17.801067600739085,19.758619343961666
2024-11-26,18.697390005143575,17.759632018987475,19.609848412171093
2024-11-27,18.66111270082778,17.660327821111192,19.58640415247787
2024-11-28,18.628977515351753,17.75732997182078,19.643499515818366
2024-11-29,18.600200169494382,17.58210624164117,19.575361146276645
2024-11-30,18.576544229207375,17.58130387152567,19.573929702807575
2024-12-01,18.554628020084813,17.534831070487055,19.499650005478887
2024-12-02,18.533646891147928,17.576366136066945,19.511217777585912
2024-12-03,18.51281757025974,17.517662907229052,19.48122574691749
2024-12-04,18.491390945873043,17.502598889442844,19.453777986724734
2024-12-05,18.468663814205538,17.472746664453858,19.441851070531484
2024-12-06,18.44398946540464,17.51152190671726,19.369880767841767
2024-12-07,18.416787011884203,17.442180129500706,19.337585522231873
2024-12-08,18.38654939025435,17.48147942518616,19.37673573686824
2024-12-09,18.352849994441243,17.478362549804494,19.30260342112159
2024-12-10,18.31534792118221,17.337265214100388,19.31333359346668
2024-12-11,18.273791829704667,17.293435177248703,19.242811738917577
2024-12-12,18.22802243483609,17.38183989935116,19.17595745358067
2024-12-13,18.177973666997566,17.262858952474886,19.118243499088297
2024-12-14,18.12367254357945,17.12066192355039,19.070230801705012
2024-12-15,18.065237804336004,17.13011413128802,19.006812738545893
2024-12-16,18.002877369000544,17.064262337739617,18.997634388186675
2024-12-17,17.936884678770728,16.946605917136374,18.858107376684018
2024-12-18,17.867633985176095,16.980946486310984,18.896303286615503
2024-12-19,17.795574650657713,16.859279679938894,18.735435044748453
2024-12-20,17.721224525396373,16.738875450680062,18.638701055958947
2024-12-21,17.645162466588076,16.70305688702375,18.611667749357174
2024-12-22,17.56802006465389,16.5419495566304,18.502289426026262
2024-12-23,17.49047264700333,16.48653676785235,18.473281807742715
2024-12-24,17.4132296308605,16.458821556511477,18.38395758931926
2024-12-25,17.33702430330268,16.41704988422784,18.28906085671132
2024-12-26,17.262603113851767,16.175903672719883,18.200798440730516
2024-12-27,17.19071457415322,16.25124998160603,18.111447328925145
2024-12-28,17.12209787019428,16.181562990848285,18.058518342282955
2024-12-29,17.057471304814406,16.027491690081227,17.996800219041877
2024-12-30,16.997520701548076,16.050554427172848,18.03863588771011
2024-12-31,16.942887914552873,15.964216558271373,17.87456687207146
2025-01-01,16.894159602872193,15.929396745972737,17.871780318594887
2025-01-02,16.851856439849712,15.881647793063493,17.82941174145793
2025-01-03,16.81642293937528,15.90538807090878,17.781783939112636
2025-01-04,16.78821808900222,15.883431670649516,17.75921288450815
2025-01-05,16.767506985082996,15.797327323178381,17.76738041781651
2025-01-06,16.754453666170882,15.83686690003637,17.715182163243547
2025-01-07,16.749115337406632,15.82408173282082,17.69726958450002
2025-01-08,16.75143816989637,15.857529378486335,17.784956023691294
2025-01-09,16.76125484357486,15.724978706585693,17.66481140214817
2025-01-10,16.778283989405082,15.867790621247499,17.78296350017944
2025-01-11,16.802131642269245,15.866266996667962,17.759907867672016
2025-01-12,16.832294809080672,15.812220545053815,17.798725358987454
2025-01-13,16.86816720113938,15.840371053723228,17.768563197939752
2025-01-14,16.90904714551036,15.960921779597278,17.926353697301355
2025-01-15,16.954147643308193,16.04340933717972,17.96248865384143
2025-01-16,17.00260849409322,16.026687761213324,18.026971031028257
2025-01-17,17.05351035501488,16.040523118578392,18.014507138938015
2025-01-18,17.105890552149873,16.15949937865979,18.071181658241716
2025-01-19,17.158760411047375,16.256595390384852,18.13677624879924
2025-01-20,17.211123825259264,16.228596258625473,18.224275479583323
2025-01-21,17.261996737091348,16.257895871837366,18.157209735354687
2025-01-22,17.310427165395048,16.34642957302382,18.27864304161307
2025-01-23,17.355515382355183,16.37235688803333,18.292428349376646
2025-01-24,17.396433816190964,16.407324793767177,18.358717684912968
2025-01-25,17.432446240618376,16.515989750337443,18.38743639395173
2025-01-26,17.462925805770578,16.57466292191467,18.372720711234088
2025-01-27,17.48737146974306,16.51516478523021,18.511754750182305
2025-01-28,17.50430278005883,16.5514661361928,18.458744547043583
2025-01-29,17.514630733700926,16.58139798453042,18.4675392832086
2025-01-30,17.51830810084416,16.53087742678736,18.462000954174904
2025-01-31,17.51545515449061,16.54785376185726,18.44330629401998
2025-02-01,17.50636242520872,16.555317943758144,18.48459393641566
2025-02-02,17.491489919935642,16.54099291131904,18.484790346942734
2025-02-03,17.47146269300808,16.527980407511446,18.40754161838369
2025-02-04,17.447062738036426,16.474895041283684,18.44739527853569
2025-02-05,17.419217253664367,16.470946456217767,18.415121713004343
2025-02-06,17.38898342264082,16.427785657661516,18.435682545522386
2025-02-07,17.357529929828864,16.40076342828507,18.38877827558512
2025-02-08,17.326115528572288,16.398099322670983,18.306433603434165
2025-02-09,17.296065043990012,16.390109830327066,18.285680468860757
2025-02-10,17.268743274108555,16.24313599525942,18.183955080219256
2025-02-11,17.245527313175643,16.338551127003065,18.19523176330898
2025-02-12,17.2277778741376,16.208876054171622,18.17662380254961
2025-02-13,17.21681022742528,16.259901272038125,18.13036069156828
2025-02-14,17.213865399468006,16.296510068936005,18.206647802482866
2025-02-15,17.220082285698503,16.20972275898119,18.177413363825075
2025-02-16,17.23647132847721,16.24068169700266,18.18687071349338
2025-02-17,17.26326154264158,16.242388824136558,18.235640677898843
2025-02-18,17.301765719698935,16.295243302398962,18.228864873814615
2025-02-19,17.35247587884856,16.341978718272987,18.339261161111835
2025-02-20,17.415677915334683,16.514718169258423,18.38313830356653
2025-02-21,17.491441606224345,16.509552994742744,18.42447938722988
2025-02-22,17.579615127606186,16.60897875533802,18.59868428600467
2025-02-23,17.679824289793782,16.765987122949653,18.669550506774016
2025-02-24,17.79147659003621,16.821037292497937,18.735453262977824
2025-02-25,17.913770070613545,16.928018268996425,18.855632116057933
2025-02-26,18.045706856772707,17.075848390397567,18.997780867723293
2025-02-27,18.186111136513865,17.29832123956715,19.278487055922238
2025-02-28,18.333651235683924,17.35983320420239,19.343144221967215
2025-03-01,18.486865339896195,17.53189145879757,19.484525970170132
2025-03-02,18.644190322193595,17.662529139796764,19.657205203540123
2025-03-03,18.80399305459025,17.80982745188077,19.757070602504886
2025-03-04,18.96460351484591,18.08492004040078,19.95823786174492
2025-03-05,19.12434894893974,18.14213514765679,20.11162995999193
2025-03-06,19.281588316272906,18.284028073691882,20.30007262446162
2025-03-07,19.434746229623258,18.50256362988299,20.36419241812004
2025-03-08,19.582345606009486,18.576677564784383,20.576114013249377
2025-03-09,19.721799553683866,18.74055251207245,20.70463478926949
2025-03-10,19.853155348309233,18.959758906437255,20.807301921718917
2025-03-11,19.975402697563784,19.019460202525153,20.91949330514988
2025-03-12,20.08773285567974,19.161502949609712,21.09687740228214
2025-03-13,20.189554527234627,19.193932636961,21.12978642776198
2025-03-14,20.280504889661128,19.31333823530029,21.276792043060734
2025-03-15,20.3604554644587,19.388836176353774,21.259932498196427
2025-03-16,20.429512689264033,19.434339980483912,21.418322204867607
2025-03-17,20.48801316951838,19.594656570432075,21.43455201632589
2025-03-18,20.53651371625107,19.549675029062033,21.537347580990435
2025-03-19,20.57577640231121,19.594355404880716,21.52496947139953
2025-03-20,20.60674899000975,19.541740478370773,21.52952040415835
2025-03-21,20.630541195504588,19.619348993743333,21.573357591898347
2025-03-22,20.64839735651236,19.69040813496356,21.643074102446096
2025-03-23,20.661666157435917,19.699062294866625,21.584907878842518
2025-03-24,20.671768137494084,19.683551417857768,21.706465957943035
2025-03-25,20.680161761064813,19.704166947254933,21.724029679334873
2025-03-26,20.68830886379637,19.744140378647707,21.66437759250264
2025-03-27,20.69764030218075,19.755878921460233,21.6484344885006
2025-03-28,20.709221697261988,19.77155680291592,21.689968610274697
2025-03-29,20.724624719599586,19.794300713732632,21.662547033951526
2025-03-30,20.74499535744215,19.772250132691713,21.692803992033884
2025-03-31,20.771329155961052,19.790000034586647,21.743999612236713
2025-04-01,20.804449374640942,19.782573698440903,21.80851685547723
2025-04-02,20.84498949612229,19.81354187686341,21.75406900560328
2025-04-03,20.89338047968887,19.93836739525928,21.90535934788406
2025-04-04,20.949843033497352,19.95496121830663,21.952718456132576
2025-04-05,21.014385054057165,20.15277895670943,21.999663134097247
2025-04-06,21.08680425262876,20.143903307621475,22.117292185781967
2025-04-07,21.16669585939705,20.187398332070785,22.139561170692968
2025-04-08,21.253465170836506,20.267386356787053,22.237133285526745
2025-04-09,21.34634458680681,20.387809923554748,22.333307464229392
2025-04-10,21.44441467463154,20.488856103667246,22.405219488275943
2025-04-11,21.546628700514272,20.56497280873502,22.544672633836907
2025-04-12,21.65183998656019,20.69915488314105,22.621888883032874
2025-04-13,21.758831386458503,20.840671373646554,22.731485066428018
2025-04-14,21.86634612613152,20.887387172089163,22.864778926509814
2025-04-15,21.973119228476534,20.935677485081598,22.941523355781655
2025-04-16,22.077908734323685,21.167073579170335,23.02779565759841
2025-04-17,22.178943594401957,21.2229978853694,23.149704417227753
2025-04-18,22.275699243184576,21.355800502332254,23.206191127519222
2025-04-19,22.367176659328745,21.451939452797866,23.292900572897604
2025-04-20,22.452507796804085,21.482961218970445,23.352012039658188
2025-04-21,22.530975097229273,21.565464233512767,23.548882297930678
2025-04-22,22.602026994304694,21.623861545669477,23.513358857987225
2025-04-23,22.665289078302838,21.691997411865813,23.647592782304976
2025-04-24,22.720570703567013,21.675050239603564,23.649721639387156
2025-04-25,22.767866941313137,21.816127097584427,23.73940237851381
2025-04-26,22.807355900507755,21.80312528054219,23.8080266502314
2025-04-27,22.839391558042653,21.909779390275958,23.7636739372988
2025-04-28,22.864492352724533,21.884297294185505,23.82598652087365
2025-04-29,22.883325902803584,21.919983709761855,23.817179304304215
2025-04-30,22.896690301188634,21.95141757340518,23.86076089788308
2025-05-01,22.905492523719904,21.82601661129899,23.85575938115631
2025-05-02,22.91072455192849,21.95611419484605,23.827688136002653
2025-05-03,22.91343786097484,21.920967700484177,23.906090750937278
2025-05-04,22.91471695484723,21.94449462986318,23.966921268703906
2025-05-05,22.915652643773925,21.98198190385102,23.91941542139252
2025-05-06,22.917315753065463,21.910251841702248,23.79942434231997
2025-05-07,22.919604770254196,21.88366042593506,23.888749733754814
2025-05-08,22.92460384635609,21.897013698696544,23.853082443106587
2025-05-09,22.9331801341347,21.9978356565805,23.860138850982835
2025-05-10,22.946092542266218,21.933035162117022,23.90673743188597
2025-05-11,22.96397652506147,22.065068912988476,23.97733047747004
2025-05-12,22.987332384431614,22.007211791954397,23.96994516520091
2025-05-13,23.016517302227868,22.000987842073272,23.96719228707375
2025-05-14,23.05174121678786,22.11679282738313,24.000535573452296
2025-05-15,23.093066552037016,22.086282251058055,24.000012494655568
2025-05-16,23.14041170372196,22.20956888755617,24.056449839091467
2025-05-17,23.193558088145597,22.17744720269757,24.160110974698874
2025-05-18,23.25216046678214,22.277971045289387,24.254122653922227
2025-05-19,23.315760177815736,22.326729873345048,24.255134575649205
2025-05-20,23.383800835109913,22.43271904419867,24.325852646751144
2025-05-21,23.45564599813248,22.488914040191887,24.389322662254056
2025-05-22,23.530598274321402,22.554824735041162,24.51890262868568
2025-05-23,23.60791928920214,22.605702806604167,24.558305882000003
2025-05-24,23.686849949743053,22.70400731427536,24.69713606866568
2025-05-25,23.76663043294542,22.718124980273174,24.65316433375769
2025-05-26,23.845332326536308,22.888592928557955,24.791865685261783
2025-05-27,23.923437551273913,22.93225486029587,24.883587764701314
2025-05-28,24.0002933323309,23.108125720166537,24.910193610093433
2025-05-29,24.07531310108408,23.154472416184163,25.0307702089601
2025-05-30,24.14798786855143,23.200112225310487,25.156722154666227
2025-05-31,24.21789485770247,23.23014236234635,25.1563512866362
2025-06-01,24.284703240294014,23.309705372793083,25.337972807665878
2025-06-02,24.3481769125585,23.32397891829378,25.39021220407629
2025-06-03,24.408174332772575,23.464200637081156,25.360369777028403
2025-06-04,24.464645529930518,23.48617517804605,25.39497697850135
2025-06-05,24.517626473933017,23.57910574887962,25.479112932914365
2025-06-06,24.56723107159157,23.615330404023627,25.525066403599993
2025-06-07,24.61364111728919,23.602553613820763,25.643607318471048
2025-06-08,24.657094580572508,23.73581525535561,25.60898528166659
2025-06-09,24.697872653883433,23.845245653675182,25.60316903870744
2025-06-10,24.736286011039162,23.74299889093939,25.71844239528691
2025-06-11,24.772660740347238,23.738866407244632,25.74656379160536
2025-06-12,24.807324415203432,23.777672778810523,25.812418725897615
2025-06-13,24.840592749915988,23.844103110926657,25.784656826204092
2025-06-14,24.872757259992333,23.874961590187656,25.84068538740277
2025-06-15,24.902589094937294,23.947940769184136,25.85250813165186
2025-06-16,24.931785421702575,23.93677121576788,25.963592241355894
2025-06-17,24.960506521129282,24.037505077053535,25.944346456985862
2025-06-18,24.98885589776001,24.08061234691311,26.05122421706335
2025-06-19,25.016877475265346,23.950575660604944,25.996375600767397
2025-06-20,25.044555135465618,24.105869360947512,25.992891425219447
2025-06-21,25.07181457202932,24.147833545330567,26.066183939706153
2025-06-22,25.098527355274484,24.092357282416334,26.0505009748166
2025-06-23,25.12451703405506,24.164372058056095,26.079781403428058
2025-06-24,25.149567036580365,24.12380750834807,26.068329856042382
2025-06-25,25.173430076126582,24.216142634944536,26.144356672574048
2025-06-26,25.195838721586487,24.189565188687002,26.100623544683756
2025-06-27,25.216516757994857,24.27391645707421,26.24646810224822
2025-06-28,25.23519093955987,24.288081007944417,26.18546570834491
2025-06-29,25.251602727900185,24.222677364337873,26.18265159169393
2025-06-30,25.265519611365338,24.28906388258518,26.243272488080322
2025-07-01,25.27674561728882,24.299534099205765,26.261013089474
2025-07-02,25.285130657224776,24.378446059647928,26.17232822183946
2025-07-03,25.29057838468904,24.324957106714603,26.23631663488323
2025-07-04,25.293046167735422,24.370595352792947,26.274170889592767
2025-07-05,25.292567596336113,24.384902357947063,26.254169648746846
2025-07-06,25.28923610941923,24.341631733649802,26.220426669702682
2025-07-07,25.28321092797839,24.34944134088668,26.2561483624502
2025-07-08,25.274714652425256,24.26666960315789,26.226541079246005
2025-07-09,25.26402871353669,24.367530071300468,26.124329597668297
2025-07-10,25.251486809001527,24.2725285908986,26.28896639162666
2025-07-11,25.23746652260911,24.273854807547615,26.258817067177965
2025-07-12,25.22237938190719,24.28130609286778,26.184495653625714
2025-07-13,25.206659660849965,24.20729781680804,26.14104395469199
2025-07-14,25.1907522750153,24.220849503346084,26.106304984369025
2025-07-15,25.17510014710642,24.22763760302736,26.182538915037306
2025-07-16,25.16013143874289,24.18905320704292,26.22697015149333
2025-07-17,25.14624705042951,24.176387959226275,26.175300461356784
2025-07-18,25.13380878485914,24.167725752695187,26.10130768922441
2025-07-19,25.12312854958686,24.191632019205592,26.06845370467779
2025-07-20,25.114458944159153,24.148623117652384,26.067929952766544
2025-07-21,25.107985534953595,24.148691142413934,26.099413055067775
2025-07-22,25.103821069548676,24.132246307771496,26.115542283456676
2025-07-23,25.102001822966514,24.166216290654614,25.997685343191296
2025-07-24,25.102486152989975,24.09291493355372,26.090499295888172
2025-07-25,25.105155568559322,24.157790049287165,26.097911412935648
2025-07-26,25.109817801509713,24.099643756259773,26.03530154012825
2025-07-27,25.116212289114888,24.142677793244868,26.106184804374106
2025-07-28,25.12401766364723,24.105984230655384,26.111175108564925
2025-07-29,25.132861076895452,24.224091781593494,26.1708547175642
2025-07-30,25.142329079655564,24.218486290702973,26.08809745963226
2025-07-31,25.151979726073105,24.149431099220664,26.13072941198954
2025-08-01,25.161355532479362,24.241866416293885,26.239344107450837
2025-08-02,25.169996891321105,24.212474681314227,26.127710360233603
2025-08-03,25.177455523874706,24.239212636207093,26.198686529533376
2025-08-04,25.18330755124333,24.27249317707598,26.0954999271253
2025-08-05,25.187165771862336,24.270272804575953,26.149263281012704
2025-08-06,25.188690755204412,24.236049318376818,26.160993499818822
2025-08-07,25.187600394993893,24.18671790583424,26.16486857279493
2025-08-08,25.18367761008296,24.176260740306763,26.18303169220203
